Make,,Make_Year,CC,Assembly,Registered City,Transmission,,Price,Categories
Toyota,,2015,4600,Imported,Lahore,Automatic,,35000000,25-50 lac
Toyota,,2011,4600,Imported,Lahore,Automatic,,19500000,FALSE
Toyota,,2017,1000,Imported,Un-Registered,Automatic,,2600000,FALSE
Toyota,,2016,4608,Imported,Un-Registered,Automatic,,37500000,25-50 lac
KIA,,2020,2000,Imported,Islamabad,Automatic,,5575000,FALSE
Toyota,,2015,2700,Imported,Islamabad,Automatic,,19000000,50-100 lac
Toyota,,2008,1000,Imported,Multan,Automatic,,1450000,FALSE
Suzuki,,2007,1300,Local,Karachi,Manual,,825000,10-15 lac
Changan,,2021,1300,Local,Un-Registered,Manual,,2450000,5-10 lac
Honda,,2017,1500,Imported,Un-Registered,Automatic,,4500000,20-25 lac
Honda,,2013,1800,Local,Lahore,Automatic,,2485000,25-50 lac
Toyota,,2004,1500,Imported,Islamabad,Automatic,,1850000,20-25 lac
Honda,,2013,1800,Local,Lahore,Automatic,,2695000,15-20 lac
Honda,,2016,1300,Local,Islamabad,Manual,,2280000,25-50 lac
Hyundai,,2007,1100,Imported,Lahore,Manual,,710000,20-25 lac
Suzuki,,2003,800,Local,Lahore,Manual,,515000,5-10 lac
Suzuki,,2015,660,Imported,Islamabad,Automatic,,1580000,5-10 lac
MG,,2021,1500,Local,Un-Registered,Automatic,,6400000,15-20 lac
MG,,2021,1500,Local,Un-Registered,Automatic,,6400000,50-100 lac
Honda,,2018,1800,Local,Islamabad,Automatic,,3790000,50-100 lac
Suzuki,,2014,1000,Local,Islamabad,Manual,,1165000,25-50 lac
Toyota,,2014,1600,Local,Karachi,Automatic,,2450000,10-15 lac
Toyota,,1999,1300,Local,Karachi,Manual,,865000,20-25 lac
Suzuki,,2012,1000,Local,Karachi,Manual,,1050000,5-10 lac
Honda,,2016,1800,Local,Lahore,Manual,,2275000,10-15 lac
Honda,,2009,1800,Local,Karachi,Automatic,,1600000,20-25 lac
Honda,,2015,1300,Local,Lahore,Manual,,2025000,15-20 lac
Suzuki,,2019,800,Local,Un-Registered,Manual,,1100000,20-25 lac
Daihatsu,,2014,660,Imported,Islamabad,Automatic,,1425000,10-15 lac
Mercedes,,2011,2000,Imported,Lahore,Automatic,,8200000,10-15 lac
Toyota,,2017,1000,Imported,Un-Registered,Automatic,,2600000,50-100 lac
Mercedes,,2007,5500,Imported,Islamabad,Automatic,,10500000,25-50 lac
Toyota,,2009,4600,Imported,Lahore,Automatic,,18500000,FALSE
Suzuki,,2017,660,Imported,Un-Registered,Automatic,,2050000,FALSE
Toyota,,2015,4600,Imported,Un-Registered,Automatic,,30500000,20-25 lac
Toyota,,2015,2500,Imported,Un-Registered,Automatic,,16500000,FALSE
Honda,,2018,1800,Local,Lahore,Automatic,,3700000,FALSE
MG,,2021,1500,Imported,Un-Registered,Automatic,,6150000,25-50 lac
Toyota,,2002,4700,Imported,Lahore,Automatic,,6500000,50-100 lac
KIA,,2020,1000,Local,Karachi,Automatic,,2200000,50-100 lac
KIA,,2020,2000,Local,Lahore,Automatic,,5750000,20-25 lac
Toyota,,2017,1600,Local,Karachi,Automatic,,2875000,50-100 lac
Honda,,2011,1800,Local,Karachi,Automatic,,2000000,25-50 lac
Honda,,2009,1800,Local,Islamabad,Automatic,,1625000,15-20 lac
Honda,,2019,1800,Local,Lahore,Automatic,,3970000,15-20 lac
Toyota,,2009,1800,Local,Lahore,Manual,,2150000,25-50 lac
Toyota,,2017,1300,Local,Karachi,Manual,,2625000,20-25 lac
Suzuki,,2013,1000,Local,Karachi,Manual,,1150000,25-50 lac
Toyota,,2016,2700,Imported,Un-Registered,Automatic,,19000000,10-15 lac
Toyota,,2018,1600,Local,Lahore,Automatic,,3350000,FALSE
Honda,,2016,1500,Imported,Un-Registered,Automatic,,4600000,25-50 lac
Honda,,2016,1500,Imported,Un-Registered,Automatic,,4500000,25-50 lac
Toyota,,2010,4600,Imported,Lahore,Automatic,,23500000,25-50 lac
Suzuki,,2019,660,Local,Lahore,Automatic,,1665000,FALSE
Toyota,,2012,2700,Imported,Islamabad,Automatic,,12500000,15-20 lac
Toyota,,2017,2700,Imported,Un-Registered,Automatic,,27500000,FALSE
Suzuki,,2013,1000,Local,Karachi,Manual,,1190000,FALSE
Toyota,,2013,2700,Local,Lahore,Automatic,,5995000,10-15 lac
Honda,,2015,1500,Imported,Un-Registered,Automatic,,3790000,50-100 lac
Honda,,2013,1800,Local,Islamabad,Automatic,,2675000,25-50 lac
Toyota,,2015,1000,Imported,Islamabad,Automatic,,2225000,25-50 lac
Mercedes,,2017,2000,Imported,Lahore,Automatic,,17500000,20-25 lac
Toyota,,2018,1000,Imported,Un-Registered,Automatic,,2825000,FALSE
Toyota,,2018,1000,Imported,Un-Registered,Automatic,,2780000,25-50 lac
Toyota,,2018,1000,Imported,Un-Registered,Automatic,,2575000,25-50 lac
Toyota,,2018,1500,Imported,Un-Registered,Automatic,,4195000,25-50 lac
Chevrolet,,2007,1000,Imported,Karachi,Manual,,520000,25-50 lac
Toyota,,2019,2700,Local,Islamabad,Automatic,,9000000,5-10 lac
Toyota,,2011,4000,Imported,Islamabad,Automatic,,16700000,50-100 lac
Honda,,2009,1800,Local,Karachi,Automatic,,2025000,FALSE
Toyota,,2013,1300,Local,Islamabad,Manual,,1975000,20-25 lac
Honda,,2018,1800,Local,Islamabad,Automatic,,3870000,15-20 lac
Mercedes,,2012,2000,Imported,Karachi,Automatic,,8700000,25-50 lac
Toyota,,2015,4600,Imported,Un-Registered,Automatic,,34500000,50-100 lac
Audi,,2017,1800,Local,Islamabad,Automatic,,13500000,FALSE
Porsche,,2013,3000,Local,Islamabad,Automatic,,16000000,FALSE
Toyota,,2016,4600,Imported,Un-Registered,Automatic,,37500000,FALSE
Suzuki,,2019,800,Local,Rawalpindi,Manual,,980000,FALSE
Honda,,2006,1800,Imported,Lahore,Automatic,,2190000,5-10 lac
Suzuki,,2011,1000,Local,Islamabad,Manual,,915000,20-25 lac
Toyota,,2017,3000,Local,Karachi,Automatic,,6395000,5-10 lac
Honda,,2006,1800,Local,Peshawar,Automatic,,1650000,50-100 lac
Toyota,,2016,2700,Local,Karachi,Automatic,,7490000,15-20 lac
Toyota,,2013,1800,Imported,Karachi,Automatic,,3000000,50-100 lac
Toyota,,2017,1000,Imported,Un-Registered,Automatic,,2600000,25-50 lac
Honda,,2011,1800,Local,Islamabad,Automatic,,2000000,25-50 lac
Toyota,,2017,1500,Imported,Un-Registered,Automatic,,6400000,15-20 lac
Suzuki,,2018,800,Local,Lahore,Manual,,915000,50-100 lac
Toyota,,2005,2500,Imported,Karachi,Automatic,,2850000,5-10 lac
Toyota,,2021,2800,Local,Lahore,Automatic,,10400000,25-50 lac
Honda,,2015,1300,Local,Islamabad,Automatic,,2220000,FALSE
Suzuki,,2005,1000,Local,Karachi,Manual,,150000,20-25 lac
Toyota,,2016,1500,Imported,Un-Registered,Automatic,,3600000,under 5 lac
Toyota,,2017,2700,Imported,Un-Registered,Automatic,,26000000,25-50 lac
KIA,,2020,1000,Local,Karachi,Automatic,,2275000,FALSE
Suzuki,,2018,1000,Local,Islamabad,Manual,,1715000,20-25 lac
Toyota,,2009,1300,Local,Islamabad,Manual,,1695000,15-20 lac
Toyota,,2018,1300,Local,Lahore,Manual,,2850000,15-20 lac
Suzuki,,2017,1600,Imported,Karachi,Automatic,,3600000,25-50 lac
Toyota,,2018,1300,Local,Lahore,Automatic,,3025000,25-50 lac
Toyota,,2007,4000,Imported,Lahore,Automatic,,9900000,25-50 lac
Toyota,,2017,2700,Imported,Un-Registered,Automatic,,5250000,50-100 lac
Honda,,2013,1500,Imported,Islamabad,Manual,,2140000,50-100 lac
Honda,,2010,1800,Local,Karachi,Automatic,,1750000,20-25 lac
Nissan,,2006,1300,Imported,Lahore,Automatic,,1250000,15-20 lac
Toyota,,2017,1800,Local,Islamabad,Automatic,,3720000,10-15 lac
Suzuki,,2013,1300,Local,Islamabad,Manual,,1395000,25-50 lac
Suzuki,,2018,660,Imported,Lahore,Automatic,,1550000,10-15 lac
Honda,,2012,1800,Local,Faisalabad,Automatic,,2350000,15-20 lac
Toyota,,2009,3000,Imported,Islamabad,Automatic,,4250000,20-25 lac
Toyota,,2017,2700,Imported,Un-Registered,Automatic,,5500000,25-50 lac
Toyota,,2017,1800,Local,Islamabad,Automatic,,3400000,50-100 lac
Suzuki,,2009,1000,Local,Faisalabad,Manual,,930000,25-50 lac
Suzuki,,2010,800,Local,Faisalabad,Manual,,575000,5-10 lac
Toyota,,2018,1000,Imported,Un-Registered,Automatic,,2725000,5-10 lac
Honda,,2006,1600,Local,Lahore,Automatic,,1795000,25-50 lac
Audi,,2017,1200,Local,Lahore,Automatic,,5550000,15-20 lac
Honda,,2016,1500,Imported,Islamabad,Automatic,,3695000,50-100 lac
Honda,,2018,1800,Local,Islamabad,Automatic,,3810000,25-50 lac
Suzuki,,2011,1000,Local,Lahore,Manual,,975000,25-50 lac
Honda,,2018,1300,Local,Mansahra,Manual,,2400000,5-10 lac
Toyota,,2009,3000,Imported,Karachi,Automatic,,4075000,20-25 lac
Suzuki,,2017,800,Local,Multan,Manual,,850000,25-50 lac
Toyota,,2003,1800,Imported,Peshawar,Automatic,,1780000,5-10 lac
Suzuki,,2011,660,Imported,Lahore,Manual,,850000,15-20 lac
Honda,,2013,1800,Local,Karachi,Automatic,,2500000,5-10 lac
Honda,,2011,1800,Local,Islamabad,Automatic,,2150000,20-25 lac
Honda,,2017,1800,Local,Islamabad,Automatic,,3610000,20-25 lac
Suzuki,,2014,660,Imported,Islamabad,Automatic,,1570000,25-50 lac
Mitsubishi,,2005,1600,Imported,Islamabad,Manual,,1250000,15-20 lac
Honda,,2018,1800,Local,Lahore,Automatic,,3750000,10-15 lac
Daihatsu,,2008,800,Local,Lahore,Manual,,725000,25-50 lac
